I,I1,I2,dof,nels,Volume,Field,maxerr,errorestim
(0.2992827456670206+0.08703572252685801j),(-0.2957903461001713-0.08750542527537812j),(0.30310172844208083+0.08814950812923077j),83879,56850,523140.53983894817,(13.190580243398125+3.891233956809039j),0.00018396826080854215,0.1182641808655726
