I1,I2,dof,nels,Volume,Field,maxerr,errorestim
7.285026792509379e-06,-7.2902481019951654e-06,83881,56850,523140.53983894835,0.00034752331946534223,1.6475510196156118e-12,5.2404918477996396e-06
