I,I1,I2,dof,nels,Volume,Field,maxerr,errorestim
0.39358125257628584,-0.3910130176969513,0.3985975843706667,83963,56875,523140.53983894887,2.7708016491208634,0.0003755153206117665,0.15705443975164676
