M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
0.0,0.4,0.0,63.0,65.0,71.0,0.0,0.8,43.2,0.0
97.2,97.6,100.0,55.0,32.0,54.0,26.4,9.2,47.6,0.0
99.6,100.0,100.0,40.0,26.0,42.0,46.4,4.4,33.2,0.0
24.8,2.0,74.0,54.0,62.0,59.0,0.0,25.2,49.6,0.0
38.8,69.6,94.4,44.0,37.0,57.0,4.0,4.0,36.8,0.0
1.6,34.8,44.4,57.0,55.0,55.0,0.0,6.0,41.2,0.0
28.0,16.0,89.6,63.0,54.0,69.0,2.4,28.0,55.6,0.0
0.8,16.4,8.4,74.0,72.0,78.0,0.0,29.6,60.0,0.0
44.4,90.4,95.6,6.0,7.0,9.0,0.0,0.0,5.2,0.0
0.0,0.0,4.0,70.0,66.0,68.0,0.0,29.2,56.0,0.0
0.0,0.4,0.0,80.0,72.0,81.0,0.0,31.2,67.2,0.0
23.6,3.2,74.0,60.0,62.0,60.0,0.0,30.0,52.4,0.0
98.8,100.0,99.6,11.0,17.0,16.0,61.6,0.4,6.0,0.0
0.0,42.0,20.8,57.0,54.0,53.0,0.0,6.8,44.4,0.0
2.8,24.0,66.0,55.0,36.0,46.0,0.8,2.8,33.6,0.0
17.2,12.4,87.6,51.0,56.0,61.0,0.0,16.8,50.8,0.0
0.0,0.0,0.0,70.0,72.0,69.0,0.0,24.4,59.6,0.0
0.4,12.0,21.6,56.0,66.0,68.0,0.0,0.0,45.2,0.0
0.8,4.0,2.8,72.0,67.0,73.0,0.0,38.0,60.0,0.0
29.6,78.0,97.2,32.0,41.0,37.0,2.4,6.4,30.4,0.0
1.2,4.4,46.8,58.0,53.0,65.0,0.8,20.4,53.2,0.0
0.8,9.6,10.0,52.0,58.0,52.0,0.0,4.8,37.6,0.0
48.4,5.2,86.4,51.0,40.0,54.0,0.0,32.8,46.0,0.0
0.0,1.2,16.0,67.0,66.0,71.0,0.0,34.4,46.4,0.0
0.8,2.4,26.8,21.0,24.0,32.0,0.0,0.0,17.6,0.0
0.0,0.4,0.0,78.0,73.0,78.0,0.0,25.2,67.2,0.0
29.2,62.4,95.2,42.0,38.0,38.0,0.0,14.8,32.8,0.0
0.0,0.0,0.0,54.0,45.0,57.0,0.0,3.2,32.0,0.0
92.4,98.8,100.0,54.0,29.0,53.0,18.4,16.0,45.6,0.0
0.0,0.0,4.0,65.0,50.0,60.0,0.0,25.2,56.8,0.0
0.0,34.4,13.2,65.0,64.0,58.0,0.0,24.0,51.2,0.0
1.6,32.0,31.6,68.0,72.0,76.0,0.0,11.2,61.6,0.0
38.4,75.6,98.4,49.0,39.0,54.0,1.6,18.0,47.6,0.0
0.0,48.0,25.6,56.0,59.0,55.0,0.0,12.8,44.8,0.0
0.0,0.0,0.0,26.0,38.0,32.0,0.0,0.0,16.8,0.0
22.8,0.8,59.2,60.0,61.0,65.0,0.0,34.4,55.6,0.0
0.0,0.4,0.0,70.0,71.0,69.0,0.0,16.0,50.8,0.0
0.0,0.4,0.0,78.0,72.0,80.0,0.0,54.8,66.8,0.0
