frequencies [Hz],Resistance [Ohm]_E0C0_E0C1,Reactance [Ohm]_E0C0_E0C1
33280.0,2208.420039215081,251.05070417348242
33410.0,2208.420039215081,251.05070417348242
33540.0,2208.420039215081,251.05070417348242
33670.0,2208.420039215081,251.05070417348242
33800.0,2208.420039215081,251.05070417348242
33930.0,2208.420039215081,251.05070417348242
34060.0,2208.420039215081,251.05070417348242
34190.0,2208.420039215081,251.05070417348242
34320.0,2208.420039215081,251.05070417348242
34450.0,2208.420039215081,251.05070417348242
34580.0,2208.420039215081,251.05070417348242
34710.0,2208.420039215081,251.05070417348242
34840.0,2208.420039215081,251.05070417348242
34970.0,2208.420039215081,251.05070417348242
35100.0,2208.420039215081,251.05070417348242
35230.0,2208.420039215081,251.05070417348242
35360.0,2208.420039215081,251.05070417348242
35490.0,2208.420039215081,251.05070417348242
35620.0,2208.420039215081,251.05070417348242
35750.0,2208.420039215081,251.05070417348242
35880.0,2208.420039215081,251.05070417348242
36010.0,2208.420039215081,251.05070417348242
36140.0,2208.420039215081,251.05070417348242
36270.0,2208.420039215081,251.05070417348242
36400.0,2208.420039215081,251.05070417348242
36530.0,2208.420039215081,251.05070417348242
36660.0,2208.420039215081,251.05070417348242
36790.0,2208.420039215081,251.05070417348242
36920.0,2208.420039215081,251.05070417348242
37050.0,2208.420039215081,251.05070417348242
37180.0,2208.420039215081,251.05070417348242
37310.0,2208.420039215081,251.05070417348242
37440.0,2208.420039215081,251.05070417348242
37570.0,2208.420039215081,251.05070417348242
37700.0,2208.420039215081,251.05070417348242
37830.0,2208.420039215081,251.05070417348242
37960.0,2208.420039215081,251.05070417348242
38090.0,2208.420039215081,251.05070417348242
38220.0,2208.420039215081,251.05070417348242
38350.0,2208.420039215081,251.05070417348242
38480.0,2208.420039215081,251.05070417348242
38610.0,2208.420039215081,251.05070417348242
38740.0,2208.420039215081,251.05070417348242
38870.0,2208.420039215081,251.05070417348242
39000.0,2208.420039215081,251.05070417348242
39130.0,2208.420039215081,251.05070417348242
39260.0,2208.420039215081,251.05070417348242
39390.0,2208.420039215081,251.05070417348242
39520.0,2208.420039215081,251.05070417348242
39650.0,2208.420039215081,251.05070417348242
39780.0,2208.420039215081,251.05070417348242
39910.0,2208.420039215081,251.05070417348242
40040.0,2208.420039215081,251.05070417348242
40170.0,2208.420039215081,251.05070417348242
40300.0,2208.420039215081,251.05070417348242
40430.0,2208.420039215081,251.05070417348242
40560.0,2208.420039215081,251.05070417348242
40690.0,2208.420039215081,251.05070417348242
40820.0,2208.420039215081,251.05070417348242
40950.0,2208.420039215081,251.05070417348242
41080.0,2208.420039215081,251.05070417348242
41210.0,2208.420039215081,251.05070417348242
41340.0,2208.420039215081,251.05070417348242
41470.0,2208.420039215081,251.05070417348242
41600.0,2208.420039215081,251.05070417348242
41730.0,2208.420039215081,251.05070417348242
41860.0,2208.420039215081,251.05070417348242
41990.0,2208.420039215081,251.05070417348242
42120.0,2208.420039215081,251.05070417348242
42250.0,2208.420039215081,251.05070417348242
42380.0,2208.420039215081,251.05070417348242
42510.0,2208.420039215081,251.05070417348242
42640.0,2208.420039215081,251.05070417348242
42770.0,2208.420039215081,251.05070417348242
42900.0,2208.420039215081,251.05070417348242
43030.0,2208.420039215081,251.05070417348242
43160.0,2208.420039215081,251.05070417348242
43290.0,2208.420039215081,251.05070417348242
43420.0,2208.420039215081,251.05070417348242
43550.0,2208.420039215081,251.05070417348242
43680.0,2208.420039215081,251.05070417348242
43810.0,2208.420039215081,251.05070417348242
43940.0,2208.420039215081,251.05070417348242
44070.0,2208.420039215081,251.05070417348242
44200.0,2208.420039215081,251.05070417348242
44330.0,2208.420039215081,251.05070417348242
44460.0,2208.420039215081,251.05070417348242
44590.0,2208.420039215081,251.05070417348242
44720.0,2208.420039215081,251.05070417348242
44850.0,2208.420039215081,251.05070417348242
44980.0,2208.420039215081,251.05070417348242
45110.0,2208.420039215081,251.05070417348242
45240.0,2208.420039215081,251.05070417348242
45370.0,2208.420039215081,251.05070417348242
45500.0,2208.420039215081,251.05070417348242
45630.0,2208.420039215081,251.05070417348242
45760.0,2208.420039215081,251.05070417348242
45890.0,2208.420039215081,251.05070417348242
46020.0,2208.420039215081,251.05070417348242
46150.0,2208.420039215081,251.05070417348242
46280.0,2208.420039215081,251.05070417348242
46410.0,2208.420039215081,251.05070417348242
46540.0,2208.420039215081,251.05070417348242
46670.0,2208.420039215081,251.05070417348242
46800.0,2208.420039215081,251.05070417348242
46930.0,2208.420039215081,251.05070417348242
47060.0,2208.420039215081,251.05070417348242
47190.0,2104.6504194166027,261.68837900968265
47320.0,2104.6504194166027,261.68837900968265
47450.0,2104.6504194166027,261.68837900968265
47580.0,2104.6504194166027,261.68837900968265
47710.0,2104.6504194166027,261.68837900968265
47840.0,2104.6504194166027,261.68837900968265
47970.0,2104.6504194166027,261.68837900968265
48100.0,2104.6504194166027,261.68837900968265
48230.0,2104.6504194166027,261.68837900968265
48360.0,2104.6504194166027,261.68837900968265
48490.0,2104.6504194166027,261.68837900968265
48620.0,2104.6504194166027,261.68837900968265
48750.0,2104.6504194166027,261.68837900968265
48880.0,2104.6504194166027,261.68837900968265
49010.0,2104.6504194166027,261.68837900968265
49140.0,2104.6504194166027,261.68837900968265
49270.0,2104.6504194166027,261.68837900968265
49400.0,2104.6504194166027,261.68837900968265
49530.0,2104.6504194166027,261.68837900968265
49660.0,2104.6504194166027,261.68837900968265
49790.0,2104.6504194166027,261.68837900968265
49920.0,2104.6504194166027,261.68837900968265
50050.0,2104.6504194166027,261.68837900968265
50180.0,2104.6504194166027,261.68837900968265
50310.0,2104.6504194166027,261.68837900968265
50440.0,2104.6504194166027,261.68837900968265
50570.0,2104.6504194166027,261.68837900968265
50700.0,2104.6504194166027,261.68837900968265
50830.0,2104.6504194166027,261.68837900968265
50960.0,2104.6504194166027,261.68837900968265
51090.0,2104.6504194166027,261.68837900968265
51220.0,2104.6504194166027,261.68837900968265
51350.0,2104.6504194166027,261.68837900968265
51480.0,2104.6504194166027,261.68837900968265
51610.0,2104.6504194166027,261.68837900968265
51740.0,2104.6504194166027,261.68837900968265
51870.0,2104.6504194166027,261.68837900968265
52000.0,2104.6504194166027,261.68837900968265
52130.0,2104.6504194166027,261.68837900968265
52260.0,2104.6504194166027,261.68837900968265
52390.0,2104.6504194166027,261.68837900968265
52520.0,2104.6504194166027,261.68837900968265
52650.0,2104.6504194166027,261.68837900968265
52780.0,2104.6504194166027,261.68837900968265
52910.0,2104.6504194166027,261.68837900968265
53040.0,2104.6504194166027,261.68837900968265
53170.0,2104.6504194166027,261.68837900968265
53300.0,2104.6504194166027,261.68837900968265
53430.0,2104.6504194166027,261.68837900968265
53560.0,2104.6504194166027,261.68837900968265
53690.0,2104.6504194166027,261.68837900968265
53820.0,2104.6504194166027,261.68837900968265
53950.0,2104.6504194166027,261.68837900968265
54080.0,2104.6504194166027,261.68837900968265
54210.0,2104.6504194166027,261.68837900968265
54340.0,2104.6504194166027,261.68837900968265
54470.0,2104.6504194166027,261.68837900968265
54600.0,2104.6504194166027,261.68837900968265
54730.0,2104.6504194166027,261.68837900968265
54860.0,2104.6504194166027,261.68837900968265
54990.0,2104.6504194166027,261.68837900968265
55120.0,2104.6504194166027,261.68837900968265
55250.0,2104.6504194166027,261.68837900968265
55380.0,2104.6504194166027,261.68837900968265
55510.0,2104.6504194166027,261.68837900968265
55640.0,2104.6504194166027,261.68837900968265
55770.0,2104.6504194166027,261.68837900968265
55900.0,2104.6504194166027,261.68837900968265
56030.0,2104.6504194166027,261.68837900968265
56160.0,2104.6504194166027,261.68837900968265
56290.0,2104.6504194166027,261.68837900968265
56420.0,2104.6504194166027,261.68837900968265
56550.0,2104.6504194166027,261.68837900968265
56680.0,2104.6504194166027,261.68837900968265
56810.0,2104.6504194166027,261.68837900968265
56940.0,2104.6504194166027,261.68837900968265
57070.0,2104.6504194166027,261.68837900968265
57200.0,2104.6504194166027,261.68837900968265
57330.0,2104.6504194166027,261.68837900968265
57460.0,2104.6504194166027,261.68837900968265
57590.0,2104.6504194166027,261.68837900968265
57720.0,2104.6504194166027,261.68837900968265
57850.0,2104.6504194166027,261.68837900968265
57980.0,2104.6504194166027,261.68837900968265
58110.0,2104.6504194166027,261.68837900968265
58240.0,2104.6504194166027,261.68837900968265
58370.0,2104.6504194166027,261.68837900968265
58500.0,2104.6504194166027,261.68837900968265
58630.0,2104.6504194166027,261.68837900968265
58760.0,2104.6504194166027,261.68837900968265
58890.0,2104.6504194166027,261.68837900968265
59020.0,2104.6504194166027,261.68837900968265
59150.0,2104.6504194166027,261.68837900968265
59280.0,2104.6504194166027,261.68837900968265
59410.0,2104.6504194166027,261.68837900968265
59540.0,2104.6504194166027,261.68837900968265
59670.0,2104.6504194166027,261.68837900968265
59800.0,2104.6504194166027,261.68837900968265
59930.0,2104.6504194166027,261.68837900968265
60060.0,2104.6504194166027,261.68837900968265
60190.0,2104.6504194166027,261.68837900968265
60320.0,2104.6504194166027,261.68837900968265
60450.0,2104.6504194166027,261.68837900968265
60580.0,2104.6504194166027,261.68837900968265
60710.0,2104.6504194166027,261.68837900968265
60840.0,2104.6504194166027,261.68837900968265
60970.0,2104.6504194166027,261.68837900968265
61100.0,2104.6504194166027,261.68837900968265
61230.0,2104.6504194166027,261.68837900968265
61360.0,2104.6504194166027,261.68837900968265
61490.0,2104.6504194166027,261.68837900968265
61620.0,2104.6504194166027,261.68837900968265
61750.0,2104.6504194166027,261.68837900968265
61880.0,2104.6504194166027,261.68837900968265
62010.0,2104.6504194166027,261.68837900968265
62140.0,2104.6504194166027,261.68837900968265
62270.0,2104.6504194166027,261.68837900968265
62400.0,2104.6504194166027,261.68837900968265
62530.0,2104.6504194166027,261.68837900968265
62660.0,2104.6504194166027,261.68837900968265
62790.0,2104.6504194166027,261.68837900968265
62920.0,2104.6504194166027,261.68837900968265
63050.0,2104.6504194166027,261.68837900968265
63180.0,2104.6504194166027,261.68837900968265
63310.0,2104.6504194166027,261.68837900968265
63440.0,2104.6504194166027,261.68837900968265
63570.0,2104.6504194166027,261.68837900968265
63700.0,2104.6504194166027,261.68837900968265
63830.0,2104.6504194166027,261.68837900968265
63960.0,2104.6504194166027,261.68837900968265
64090.0,2104.6504194166027,261.68837900968265
64220.0,2104.6504194166027,261.68837900968265
64350.0,2104.6504194166027,261.68837900968265
64480.0,2104.6504194166027,261.68837900968265
64610.0,2104.6504194166027,261.68837900968265
64740.0,2104.6504194166027,261.68837900968265
64870.0,2104.6504194166027,261.68837900968265
65000.0,2104.6504194166027,261.68837900968265
65130.0,2104.6504194166027,261.68837900968265
65260.0,2104.6504194166027,261.68837900968265
65390.0,2104.6504194166027,261.68837900968265
65520.0,2104.6504194166027,261.68837900968265
65650.0,2104.6504194166027,261.68837900968265
65780.0,2104.6504194166027,261.68837900968265
65910.0,2104.6504194166027,261.68837900968265
66040.0,2104.6504194166027,261.68837900968265
66170.0,2104.6504194166027,261.68837900968265
66300.0,2104.6504194166027,261.68837900968265
66430.0,2104.6504194166027,261.68837900968265
66560.0,2104.6504194166027,261.68837900968265
66690.0,2104.6504194166027,261.68837900968265
66820.0,2104.6504194166027,261.68837900968265
66950.0,2104.6504194166027,261.68837900968265
67080.0,2104.6504194166027,261.68837900968265
67210.0,2104.6504194166027,261.68837900968265
67340.0,2104.6504194166027,261.68837900968265
67470.0,2104.6504194166027,261.68837900968265
67600.0,2104.6504194166027,261.68837900968265
67730.0,2104.6504194166027,261.68837900968265
67860.0,2104.6504194166027,261.68837900968265
67990.0,2104.6504194166027,261.68837900968265
68120.0,2104.6504194166027,261.68837900968265
68250.0,2104.6504194166027,261.68837900968265
68380.0,2104.6504194166027,261.68837900968265
68510.0,2104.6504194166027,261.68837900968265
68640.0,2104.6504194166027,261.68837900968265
68770.0,2104.6504194166027,261.68837900968265
68900.0,2104.6504194166027,261.68837900968265
69030.0,2104.6504194166027,261.68837900968265
69160.0,2104.6504194166027,261.68837900968265
69290.0,2104.6504194166027,261.68837900968265
69420.0,2104.6504194166027,261.68837900968265
69550.0,2104.6504194166027,261.68837900968265
69680.0,2104.6504194166027,261.68837900968265
69810.0,2104.6504194166027,261.68837900968265
69940.0,2104.6504194166027,261.68837900968265
70070.0,2104.6504194166027,261.68837900968265
70200.0,2104.6504194166027,261.68837900968265
70330.0,2104.6504194166027,261.68837900968265
70460.0,2104.6504194166027,261.68837900968265
70590.0,2104.6504194166027,261.68837900968265
70720.0,2104.6504194166027,261.68837900968265
70850.0,2104.6504194166027,261.68837900968265
70980.0,2104.6504194166027,261.68837900968265
71110.0,2104.6504194166027,261.68837900968265
71240.0,2104.6504194166027,261.68837900968265
71370.0,2104.6504194166027,261.68837900968265
71500.0,2104.6504194166027,261.68837900968265
71630.0,2104.6504194166027,261.68837900968265
71760.0,2104.6504194166027,261.68837900968265
71890.0,2104.6504194166027,261.68837900968265
72020.0,2104.6504194166027,261.68837900968265
72150.0,2104.6504194166027,261.68837900968265
72280.0,2104.6504194166027,261.68837900968265
72410.0,2104.6504194166027,261.68837900968265
72540.0,2104.6504194166027,261.68837900968265
72670.0,2104.6504194166027,261.68837900968265
72800.0,2104.6504194166027,261.68837900968265
72930.0,2104.6504194166027,261.68837900968265
73060.0,2104.6504194166027,261.68837900968265
73190.0,2104.6504194166027,261.68837900968265
73320.0,2104.6504194166027,261.68837900968265
73450.0,2104.6504194166027,261.68837900968265
73580.0,2104.6504194166027,261.68837900968265
73710.0,2104.6504194166027,261.68837900968265
73840.0,2104.6504194166027,261.68837900968265
73970.0,2104.6504194166027,261.68837900968265
74100.0,2104.6504194166027,261.68837900968265
74230.0,2104.6504194166027,261.68837900968265
74360.0,2104.6504194166027,261.68837900968265
74490.0,2104.6504194166027,261.68837900968265
74620.0,2104.6504194166027,261.68837900968265
74750.0,2104.6504194166027,261.68837900968265
74880.0,2104.6504194166027,261.68837900968265
75010.0,2104.6504194166027,261.68837900968265
75140.0,2104.6504194166027,261.68837900968265
75270.0,2104.6504194166027,261.68837900968265
75400.0,2104.6504194166027,261.68837900968265
75530.0,2104.6504194166027,261.68837900968265
75660.0,2104.6504194166027,261.68837900968265
75790.0,2104.6504194166027,261.68837900968265
75920.0,2104.6504194166027,261.68837900968265
76050.0,2104.6504194166027,261.68837900968265
76180.0,2104.6504194166027,261.68837900968265
76310.0,2104.6504194166027,261.68837900968265
76440.0,2104.6504194166027,261.68837900968265
76570.0,2104.6504194166027,261.68837900968265
76700.0,2104.6504194166027,261.68837900968265
76830.0,2104.6504194166027,261.68837900968265
76960.0,2104.6504194166027,261.68837900968265
77090.0,2104.6504194166027,261.68837900968265
77220.0,2104.6504194166027,261.68837900968265
77350.0,2104.6504194166027,261.68837900968265
77480.0,2104.6504194166027,261.68837900968265
77610.0,2104.6504194166027,261.68837900968265
77740.0,2104.6504194166027,261.68837900968265
77870.0,2104.6504194166027,261.68837900968265
78000.0,2104.6504194166027,261.68837900968265
78130.0,2104.6504194166027,261.68837900968265
78260.0,2104.6504194166027,261.68837900968265
78390.0,2104.6504194166027,261.68837900968265
78520.0,2104.6504194166027,261.68837900968265
78650.0,2104.6504194166027,261.68837900968265
78780.0,2104.6504194166027,261.68837900968265
78910.0,2104.6504194166027,261.68837900968265
79040.0,2104.6504194166027,261.68837900968265
79170.0,2104.6504194166027,261.68837900968265
79300.0,2104.6504194166027,261.68837900968265
79430.0,2104.6504194166027,261.68837900968265
79560.0,2104.6504194166027,261.68837900968265
79690.0,2104.6504194166027,261.68837900968265
79820.0,2104.6504194166027,261.68837900968265
79950.0,2104.6504194166027,261.68837900968265
80080.0,2104.6504194166027,261.68837900968265
80210.0,2104.6504194166027,261.68837900968265
80340.0,2104.6504194166027,261.68837900968265
80470.0,2104.6504194166027,261.68837900968265
80600.0,2104.6504194166027,261.68837900968265
80730.0,2104.6504194166027,261.68837900968265
80860.0,2104.6504194166027,261.68837900968265
80990.0,2104.6504194166027,261.68837900968265
81120.0,2104.6504194166027,261.68837900968265
81250.0,2104.6504194166027,261.68837900968265
81380.0,2104.6504194166027,261.68837900968265
81510.0,2104.6504194166027,261.68837900968265
81640.0,2104.6504194166027,261.68837900968265
81770.0,2104.6504194166027,261.68837900968265
81900.0,2104.6504194166027,261.68837900968265
82030.0,2104.6504194166027,261.68837900968265
82160.0,2104.6504194166027,261.68837900968265
82290.0,2104.6504194166027,261.68837900968265
82420.0,2104.6504194166027,261.68837900968265
82550.0,2104.6504194166027,261.68837900968265
82680.0,2104.6504194166027,261.68837900968265
82810.0,2104.6504194166027,261.68837900968265
82940.0,2104.6504194166027,261.68837900968265
83070.0,2104.6504194166027,261.68837900968265
83200.0,2104.6504194166027,261.68837900968265
83330.0,2104.6504194166027,261.68837900968265
83460.0,2104.6504194166027,261.68837900968265
83590.0,2104.6504194166027,261.68837900968265
