M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
44.8,99.2,98.8,74.0,68.0,77.0,69.6,32.0,66.0,0.0
14.4,80.0,91.2,69.0,69.0,69.0,93.6,17.2,59.6,0.0
98.8,100.0,99.6,47.0,49.0,48.0,25.6,0.0,22.8,0.0
0.0,2.0,0.4,40.0,41.0,50.0,42.4,4.4,37.6,0.0
0.0,27.6,60.4,60.0,66.0,67.0,8.0,0.4,48.8,0.0
42.8,93.6,98.8,75.0,56.0,71.0,8.0,22.4,60.4,0.0
92.8,95.2,97.2,33.0,26.0,34.0,3.2,0.4,30.8,0.0
34.4,36.4,93.2,71.0,70.0,73.0,8.0,12.8,56.0,0.0
84.0,76.0,99.2,78.0,72.0,82.0,90.4,17.6,68.8,0.0
30.4,92.8,98.8,73.0,66.0,75.0,77.6,10.0,62.8,0.0
74.0,99.2,99.6,73.0,67.0,77.0,42.4,6.4,66.8,0.0
0.0,22.0,10.0,39.0,27.0,39.0,9.6,0.4,25.6,0.0
19.6,17.2,82.4,70.0,64.0,79.0,48.8,17.2,61.6,0.0
91.6,99.6,100.0,74.0,68.0,80.0,82.4,10.8,66.8,0.0
85.2,93.6,99.6,79.0,73.0,80.0,78.4,32.0,61.2,0.0
49.6,32.0,96.8,75.0,69.0,80.0,51.2,9.2,67.2,0.0
