M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
0.0,17.6,44.8,67.0,60.0,77.0,38.4,8.4,58.8,0.0
2.8,30.4,65.2,50.0,35.0,47.0,27.2,12.8,38.4,0.0
35.6,98.8,93.2,70.0,67.0,70.0,33.6,30.4,56.8,0.0
40.8,84.4,96.0,68.0,72.0,72.0,86.4,11.2,57.2,0.0
5.6,49.2,76.8,48.0,29.0,40.0,18.4,4.4,29.6,0.0
0.4,42.8,49.6,16.0,13.0,16.0,0.0,0.8,15.2,0.0
76.0,91.2,98.8,73.0,71.0,77.0,95.2,46.4,62.8,0.0
44.8,93.2,95.2,57.0,50.0,62.0,63.2,8.8,50.8,0.0
48.4,59.2,94.4,71.0,67.0,72.0,56.8,3.6,58.8,0.0
45.2,64.0,96.0,78.0,73.0,82.0,59.2,22.0,68.0,0.0
97.2,99.2,100.0,68.0,66.0,72.0,75.2,22.8,58.8,0.0
0.0,0.4,13.6,16.0,16.0,14.0,0.0,1.6,13.2,0.0
47.2,98.0,96.4,41.0,52.0,49.0,68.8,16.8,38.0,0.0
0.0,0.4,4.0,35.0,28.0,32.0,0.8,5.2,29.2,0.0
0.0,24.8,39.2,50.0,64.0,64.0,1.6,0.0,36.4,0.0
59.2,94.8,99.2,63.0,65.0,71.0,24.0,15.6,60.0,0.0
55.6,92.4,94.8,51.0,39.0,45.0,79.2,6.0,42.4,0.0
35.2,56.4,97.6,33.0,28.0,29.0,0.0,2.4,21.6,0.0
28.4,13.6,85.2,71.0,67.0,78.0,23.2,9.2,60.0,0.0
45.2,82.0,96.0,65.0,58.0,71.0,5.6,2.0,52.0,0.0
21.2,78.0,88.0,49.0,48.0,58.0,0.0,0.8,43.6,0.0
77.6,99.6,99.6,75.0,70.0,80.0,68.0,9.2,68.4,0.0
0.0,4.8,1.6,25.0,34.0,30.0,0.0,0.8,21.2,0.0
22.0,82.4,91.2,72.0,73.0,77.0,16.8,12.8,60.8,0.0
88.4,83.2,99.2,40.0,37.0,43.0,0.0,2.4,30.8,0.0
74.8,96.4,100.0,67.0,53.0,71.0,56.0,16.0,56.4,0.0
10.4,12.8,72.8,55.0,48.0,53.0,53.6,0.4,39.6,0.0
41.6,11.6,92.8,75.0,65.0,79.0,51.2,8.0,62.4,0.0
0.0,5.6,0.0,12.0,11.0,13.0,0.0,0.4,11.2,0.0
99.2,100.0,100.0,61.0,68.0,66.0,72.8,2.0,41.6,0.8
71.6,70.8,98.8,75.0,69.0,80.0,47.2,10.4,66.4,0.0
0.0,12.4,5.2,41.0,54.0,52.0,0.0,0.4,36.4,0.0
85.2,96.8,97.2,33.0,23.0,35.0,0.8,0.4,20.0,0.0
92.4,99.6,100.0,74.0,65.0,77.0,92.0,42.0,65.2,0.0
98.0,99.2,100.0,71.0,56.0,72.0,36.8,6.8,58.8,0.0
98.8,100.0,100.0,46.0,30.0,43.0,8.8,3.6,35.6,0.0
6.8,2.8,57.2,70.0,71.0,73.0,73.6,15.6,58.0,0.0
88.4,100.0,100.0,64.0,60.0,64.0,92.0,42.0,56.8,0.0
77.6,86.4,98.8,79.0,74.0,82.0,74.4,18.4,70.8,0.0
92.8,98.4,100.0,73.0,63.0,75.0,28.0,10.4,60.4,0.0
10.0,36.4,72.8,74.0,71.0,73.0,88.0,23.6,64.0,0.0
86.0,99.2,100.0,71.0,67.0,77.0,89.6,27.6,64.4,0.0
53.6,91.6,99.2,68.0,65.0,73.0,51.2,21.6,62.4,0.0
28.8,45.2,94.4,74.0,68.0,80.0,38.4,8.0,66.0,0.0
16.8,31.2,66.8,70.0,60.0,75.0,66.4,12.8,55.6,0.0
46.4,99.6,98.8,73.0,64.0,75.0,88.8,48.8,61.6,0.0
43.6,84.0,96.4,74.0,71.0,81.0,56.8,13.6,65.2,0.0
26.4,91.2,92.4,71.0,70.0,79.0,50.4,14.0,61.6,0.0
87.6,92.4,99.6,65.0,61.0,74.0,64.8,7.6,58.0,0.0
47.2,57.2,91.2,54.0,63.0,64.0,10.4,0.4,48.4,0.0
100.0,100.0,100.0,67.0,63.0,74.0,61.6,9.2,56.8,0.0
66.0,99.6,99.2,53.0,49.0,49.0,62.4,26.0,47.6,0.0
48.8,66.8,97.6,74.0,70.0,80.0,53.6,8.4,62.0,0.0
69.2,99.2,97.2,68.0,52.0,66.0,83.2,10.4,50.4,0.0
53.6,97.2,97.2,53.0,34.0,60.0,2.4,6.4,39.6,0.0
89.2,94.8,99.6,72.0,65.0,76.0,83.2,23.6,64.8,0.0
98.8,100.0,100.0,47.0,55.0,53.0,71.2,1.2,41.6,0.0
81.6,99.6,100.0,54.0,61.0,57.0,72.8,34.4,50.8,0.0
0.0,10.8,42.0,47.0,44.0,52.0,0.0,5.2,40.0,0.0
89.2,99.6,100.0,76.0,69.0,74.0,95.2,46.0,64.0,0.0
58.4,42.4,96.4,75.0,71.0,78.0,23.2,20.8,59.2,0.0
0.0,27.6,41.6,59.0,49.0,57.0,55.2,10.0,51.2,0.0
36.8,85.2,92.8,66.0,53.0,66.0,46.4,8.4,53.2,0.0
98.4,100.0,100.0,65.0,66.0,73.0,17.6,14.0,53.6,0.0
90.0,98.8,100.0,78.0,74.0,79.0,96.8,24.0,72.0,0.0
67.2,99.2,100.0,70.0,70.0,76.0,70.4,4.8,62.0,0.0
46.8,53.2,96.4,77.0,72.0,81.0,24.8,20.0,64.8,0.0
49.6,81.2,98.0,73.0,69.0,77.0,75.2,7.6,69.2,0.0
99.2,97.6,100.0,80.0,74.0,82.0,100.0,46.8,73.2,0.0
80.8,92.4,98.8,80.0,73.0,82.0,97.6,42.8,71.6,0.0
71.6,89.6,98.8,75.0,73.0,80.0,89.6,10.0,70.8,0.0
59.2,88.8,96.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0
0.8,33.6,54.4,63.0,45.0,67.0,59.2,5.2,45.6,0.0
30.8,65.6,91.6,70.0,61.0,69.0,83.2,9.6,51.2,0.0
87.2,97.2,100.0,69.0,56.0,71.0,62.4,20.4,59.6,0.0
38.4,98.0,99.2,74.0,68.0,77.0,68.0,30.8,66.4,0.0
14.0,76.8,89.6,68.0,68.0,68.0,93.6,16.4,59.6,0.0
98.8,100.0,99.6,48.0,48.0,49.0,20.8,0.0,22.4,0.0
0.0,2.4,0.4,40.0,40.0,49.0,40.8,3.6,37.2,0.0
0.0,24.8,55.6,59.0,66.0,66.0,7.2,0.4,48.0,0.0
40.0,91.2,98.8,74.0,52.0,70.0,8.0,20.4,60.0,0.0
89.6,93.6,97.2,32.0,22.0,32.0,1.6,0.4,29.6,0.0
30.0,33.6,90.8,71.0,70.0,73.0,8.8,12.0,56.0,0.0
81.6,76.4,98.8,77.0,72.0,82.0,89.6,17.2,68.8,0.0
28.0,90.4,98.8,72.0,67.0,75.0,74.4,9.2,62.4,0.0
71.2,98.4,99.6,72.0,67.0,77.0,41.6,6.4,66.0,0.0
0.0,18.8,7.6,37.0,26.0,37.0,9.6,0.4,24.4,0.0
17.2,15.6,80.8,70.0,64.0,79.0,44.0,15.6,60.8,0.0
89.6,99.6,100.0,74.0,68.0,80.0,82.4,10.8,66.8,0.0
80.0,92.8,99.2,79.0,73.0,79.0,77.6,31.2,61.6,0.0
49.6,29.2,96.8,75.0,69.0,80.0,44.0,8.4,66.8,0.0
