M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
90.0,99.2,100.0,79.0,74.0,80.0,93.6,27.2,71.2,0.0
56.4,99.2,100.0,59.0,56.0,57.0,41.6,14.8,41.6,0.0
10.4,19.6,79.6,67.0,59.0,75.0,8.8,4.0,50.0,0.0
92.0,98.4,100.0,70.0,60.0,72.0,50.4,16.0,58.0,0.0
5.6,56.0,74.8,69.0,52.0,61.0,89.6,26.4,58.0,0.0
91.2,86.0,99.6,80.0,70.0,82.0,97.6,27.2,68.4,0.0
66.4,96.8,99.2,70.0,74.0,77.0,95.2,14.4,68.8,0.0
45.2,88.4,98.4,66.0,58.0,69.0,11.2,18.0,57.6,0.0
70.4,72.8,98.8,74.0,71.0,82.0,52.0,14.8,68.8,0.0
0.0,37.2,16.4,26.0,38.0,32.0,0.0,0.0,17.2,0.0
76.8,99.2,100.0,70.0,69.0,72.0,91.2,34.8,62.8,0.0
62.8,84.8,98.4,73.0,73.0,71.0,34.4,18.4,55.6,0.0
94.4,98.8,99.2,80.0,74.0,82.0,98.4,57.6,72.8,0.0
40.0,75.6,97.2,77.0,69.0,78.0,82.4,23.6,65.6,0.0
100.0,100.0,100.0,70.0,67.0,76.0,64.8,18.4,63.6,0.0
95.2,96.8,100.0,80.0,74.0,82.0,98.4,34.4,72.8,0.0
100.0,100.0,100.0,70.0,63.0,76.0,55.2,8.0,60.8,0.0
36.4,56.4,95.6,74.0,60.0,74.0,89.6,28.0,61.6,0.0
88.0,88.0,98.8,61.0,61.0,71.0,51.2,2.8,52.8,0.0
19.2,42.8,82.0,64.0,39.0,50.0,0.0,11.2,45.6,0.0
19.2,86.0,91.6,50.0,41.0,50.0,51.2,8.8,39.6,0.0
72.8,96.8,98.8,77.0,74.0,82.0,98.4,23.6,71.2,0.0
30.8,98.4,93.6,79.0,74.0,79.0,89.6,46.0,68.4,0.0
82.4,85.6,100.0,76.0,72.0,80.0,88.0,14.0,68.8,0.0
95.2,97.2,100.0,77.0,74.0,82.0,98.4,20.0,68.0,0.0
74.8,61.2,98.8,77.0,72.0,82.0,96.0,16.4,69.2,0.0
40.0,94.0,99.2,62.0,58.0,65.0,69.6,12.8,52.0,0.0
40.8,58.0,97.2,74.0,69.0,80.0,44.0,8.4,65.2,0.0
29.2,93.6,94.4,71.0,65.0,77.0,64.0,8.4,68.0,0.0
60.4,92.8,98.8,74.0,72.0,79.0,77.6,6.4,66.0,0.0
99.2,100.0,100.0,41.0,53.0,48.0,53.6,0.8,22.8,0.0
0.0,23.2,17.2,3.0,0.0,3.0,0.0,0.8,3.2,0.0
100.0,100.0,100.0,68.0,68.0,75.0,96.0,7.6,56.4,4.0
