M1_cf_face_right,M1_cf_lowerex_right,M1_cf_upperex_right,R_M1_hdp_face_right,R_M1_hdp_lowerex_right,R_M1_hdp_upperex_right,cerebellothalamic_right,gpe2stn_ass_right,gpe2stn_sm_right,medial_lemniscus_right
98.8,100.0,100.0,49.0,33.0,45.0,14.4,5.2,37.6,0.0
9.6,4.8,61.6,70.0,72.0,73.0,77.6,16.0,60.0,0.0
92.4,100.0,100.0,65.0,61.0,65.0,92.0,46.0,57.2,0.0
84.4,88.4,100.0,79.0,74.0,82.0,78.4,19.2,71.6,0.0
96.0,99.6,100.0,73.0,64.0,77.0,36.8,11.6,61.6,0.0
17.6,44.4,78.8,74.0,71.0,75.0,90.4,25.6,64.4,0.0
89.2,99.2,100.0,73.0,69.0,77.0,90.4,29.6,66.8,0.0
61.2,94.4,99.6,68.0,65.0,73.0,61.6,23.6,62.8,0.0
32.0,53.6,96.0,75.0,68.0,80.0,46.4,8.0,67.6,0.0
20.4,37.6,69.2,70.0,61.0,75.0,72.8,15.2,57.2,0.0
51.2,100.0,99.2,73.0,66.0,77.0,91.2,53.2,62.0,0.0
47.2,88.0,97.6,75.0,71.0,82.0,68.8,14.0,66.8,0.0
30.0,93.6,95.6,72.0,70.0,80.0,60.8,15.2,63.2,0.0
95.6,94.4,99.6,65.0,62.0,74.0,68.8,8.4,59.6,0.0
60.0,70.0,94.8,54.0,64.0,64.0,12.8,0.4,50.8,0.0
100.0,100.0,100.0,69.0,65.0,75.0,68.8,10.8,57.6,0.0
72.4,99.6,99.6,55.0,50.0,50.0,66.4,28.0,48.0,0.0
55.2,76.4,98.0,74.0,70.0,80.0,64.0,9.2,64.4,0.0
73.2,99.6,98.0,69.0,55.0,67.0,85.6,12.8,52.0,0.0
59.2,97.2,98.8,53.0,35.0,60.0,5.6,8.0,40.4,0.0
94.8,96.4,100.0,73.0,65.0,76.0,88.8,26.0,66.0,0.0
99.2,100.0,100.0,49.0,59.0,56.0,78.4,1.6,43.2,1.6
85.2,100.0,100.0,55.0,62.0,59.0,76.8,36.0,51.2,0.0
0.0,15.2,51.2,47.0,45.0,54.0,0.0,7.2,41.2,0.0
94.8,100.0,100.0,76.0,70.0,75.0,95.2,50.8,64.4,0.0
68.4,48.8,97.6,78.0,71.0,79.0,29.6,24.0,61.2,0.0
0.0,32.0,50.8,63.0,48.0,61.0,62.4,10.8,52.4,0.0
41.2,90.8,95.6,66.0,54.0,67.0,51.2,8.8,55.2,0.0
99.2,100.0,100.0,67.0,67.0,73.0,25.6,15.6,54.4,0.0
96.4,99.2,100.0,79.0,74.0,79.0,98.4,26.4,72.0,0.0
72.4,99.6,100.0,71.0,71.0,77.0,73.6,6.0,65.6,0.0
54.4,59.2,96.8,77.0,72.0,82.0,28.0,21.2,65.6,0.0
52.8,85.2,98.8,74.0,70.0,78.0,78.4,8.0,69.6,0.0
99.6,98.4,100.0,80.0,74.0,82.0,100.0,49.2,73.2,0.0
89.2,95.2,98.8,80.0,74.0,82.0,98.4,46.8,72.0,0.0
77.2,94.0,99.6,75.0,73.0,80.0,91.2,11.6,71.6,0.0
65.6,92.0,96.4,5.0,1.0,5.0,0.0,0.0,2.4,0.0
2.0,47.2,64.8,63.0,49.0,67.0,62.4,6.4,47.2,0.0
39.2,74.8,93.6,70.0,62.0,69.0,86.4,12.4,52.8,0.0
94.4,98.0,100.0,71.0,57.0,72.0,71.2,21.6,60.4,0.0
47.2,99.2,98.8,76.0,68.0,78.0,72.8,33.6,67.2,0.0
17.2,82.8,92.8,69.0,69.0,70.0,93.6,17.2,60.8,0.0
98.8,100.0,99.6,50.0,52.0,50.0,35.2,0.0,24.0,0.0
